id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
136853,4,14,Week day dinner;Weekend lunch;At a party,19,Gladiator,Pepsi,Teachers,A lot (hot),Pizza
136990,5,15,Weekend dinner;At a party,20,Casablanca,Lemonade,Strangers,I will have some of this food item with my hot sauce,Sushi
137127,1,3,Week day lunch,21,The Avengers,Iced Tea,Parents,None,Shawarma
137264,2,4,Week day dinner;Weekend lunch;At a party,5,Inception,Beer,Friends,A little (mild),Pizza
137401,3,5,Weekend dinner;At a party,6,Titanic,Coke,Siblings;Friends,A moderate amount (medium),Sushi
137538,4,6,Week day lunch,7,Spider-Man,Pepsi,Teachers,A lot (hot),Pizza
137675,5,7,Week day dinner;Weekend lunch;At a party,8,The Matrix,Lemonade,Strangers,I will have some of this food item with my hot sauce,Sushi
137812,1,8,Weekend dinner;At a party,9,Jurassic Park,Iced Tea,Parents,None,Shawarma
137949,2,9,Week day lunch,10,Star Wars,Beer,Friends,A little (mild),Pizza
138086,3,10,Week day dinner;Weekend lunch;At a party,11,Toy Story,Coke,Siblings;Friends,A moderate amount (medium),Sushi
138223,4,11,Weekend dinner;At a party,12,Avatar,Pepsi,Teachers,A lot (hot),Pizza
138360,5,12,Week day lunch,13,Interstellar,Lemonade,Strangers,I will have some of this food item with my hot sauce,Sushi
138497,1,13,Week day dinner;Weekend lunch;At a party,14,Pulp Fiction,Iced Tea,Parents,None,Shawarma
138634,2,14,Weekend dinner;At a party,15,The Godfather,Beer,Friends,A little (mild),Pizza
138771,3,15,Week day lunch,16,Forrest Gump,Coke,Siblings;Friends,A moderate amount (medium),Sushi
138908,4,3,Week day dinner;Weekend lunch;At a party,17,Gladiator,Pepsi,Teachers,A lot (hot),Pizza
139045,5,4,Weekend dinner;At a party,18,Casablanca,Lemonade,Strangers,I will have some of this food item with my hot sauce,Sushi
139182,1,5,Week day lunch,19,The Avengers,Iced Tea,Parents,None,Shawarma
139319,2,6,Week day dinner;Weekend lunch;At a party,20,Inception,Beer,Friends,A little (mild),Pizza
139456,3,7,Weekend dinner;At a party,21,Titanic,Coke,Siblings;Friends,A moderate amount (medium),Sushi
139593,4,8,Week day lunch,5,Spider-Man,Pepsi,Teachers,A lot (hot),Pizza
139730,5,9,Week day dinner;Weekend lunch;At a party,6,The Matrix,Lemonade,Strangers,I will have some of this food item with my hot sauce,Sushi
139867,1,10,Weekend dinner;At a party,7,Jurassic Park,Iced Tea,Parents,None,Shawarma
140004,2,11,Week day lunch,8,Star Wars,Beer,Friends,A little (mild),Pizza
140141,3,12,Week day dinner;Weekend lunch;At a party,9,Toy Story,Coke,Siblings;Friends,A moderate amount (medium),Sushi
140278,4,13,Weekend dinner;At a party,10,Avatar,Pepsi,Teachers,A lot (hot),Pizza
140415,5,14,Week day lunch,11,Interstellar,Lemonade,Strangers,I will have some of this food item with my hot sauce,Sushi
140552,1,15,Week day dinner;Weekend lunch;At a party,12,Pulp Fiction,Iced Tea,Parents,None,Shawarma
140689,2,3,Weekend dinner;At a party,13,The Godfather,Beer,Friends,A little (mild),Pizza
140826,3,4,Week day lunch,14,Forrest Gump,Coke,Siblings;Friends,A moderate amount (medium),Sushi
140963,4,5,Week day dinner;Weekend lunch;At a party,15,Gladiator,Pepsi,Teachers,A lot (hot),Pizza
141100,5,6,Weekend dinner;At a party,16,Casablanca,Lemonade,Strangers,I will have some of this food item with my hot sauce,Sushi
141237,1,7,Week day lunch,17,The Avengers,Iced Tea,Parents,None,Shawarma
141374,2,8,Week day dinner;Weekend lunch;At a party,18,Inception,Beer,Friends,A little (mild),Pizza
141511,3,9,Weekend dinner;At a party,19,Titanic,Coke,Siblings;Friends,A moderate amount (medium),Sushi
141648,4,10,Week day lunch,20,Spider-Man,Pepsi,Teachers,A lot (hot),Pizza
141785,5,11,Week day dinner;Weekend lunch;At a party,21,The Matrix,Lemonade,Strangers,I will have some of this food item with my hot sauce,Sushi
141922,1,12,Weekend dinner;At a party,5,Jurassic Park,Iced Tea,Parents,None,Shawarma
142059,2,13,Week day lunch,6,Star Wars,Beer,Friends,A little (mild),Pizza
142196,3,14,Week day dinner;Weekend lunch;At a party,7,Toy Story,Coke,Siblings;Friends,A moderate amount (medium),Sushi
142333,4,15,Weekend dinner;At a party,8,Avatar,Pepsi,Teachers,A lot (hot),Pizza
142470,5,3,Week day lunch,9,Interstellar,Lemonade,Strangers,I will have some of this food item with my hot sauce,Sushi
142607,1,4,Week day dinner;Weekend lunch;At a party,10,Pulp Fiction,Iced Tea,Parents,None,Shawarma
142744,2,5,Weekend dinner;At a party,11,The Godfather,Beer,Friends,A little (mild),Pizza
142881,3,6,Week day lunch,12,Forrest Gump,Coke,Siblings;Friends,A moderate amount (medium),Sushi
142918,4,7,Week day dinner;Weekend lunch;At a party,13,Gladiator,Pepsi,Teachers,A lot (hot),Pizza
107919,1,4,"Week day dinner,Weekend lunch",9,The Godfather,Tea,"Siblings,Friends",A little (mild),Sushi
115838,2,6,"Weekend lunch,Weekend dinner,At a party",6,Forrest Gump,Soda,"Friends,Teachers,Strangers",A moderate amount (medium),Shawarma
123757,3,6,Weekend dinner,6,Pulp Fiction,Cola,Teachers,A lot (hot),Pizza
131676,4,7,"At a party,Late night snack",12,The Matrix,Juice,"Strangers,Parents",I will have some of this food item with my hot sauce,Sushi
139595,5,9,"Late night snack,Week day lunch,Week day dinner",9,Jurassic Park,Lemonade,"Parents,Siblings,Friends",None,Shawarma
147514,1,9,Week day lunch,9,Spirited Away,Iced tea,Siblings,A little (mild),Pizza
155433,2,5,"Weekend dinner,At a party",10,Inception,Water,"Friends,Teachers",A moderate amount (medium),Sushi
163352,3,6,"At a party,Late night snack,Week day lunch",7,The Godfather,Tea,"Teachers,Strangers,Parents",A lot (hot),Shawarma
171271,4,6,Weekend dinner,6,Forrest Gump,Soda,Strangers,A little (mild),Pizza
179190,5,7,"Week day dinner,Weekend lunch",12,Pulp Fiction,Cola,"Parents,Siblings,Friends",I will have some of this food item with my hot sauce,Sushi
187109,1,4,"Weekend lunch,Weekend dinner,At a party",9,The Matrix,Juice,"Siblings,Friends",None,Shawarma
195028,2,6,Weekend dinner,11,Jurassic Park,Iced tea,Teachers,A little (mild),Pizza
202947,3,6,"At a party,Late night snack",10,Spirited Away,Water,"Friends,Teachers,Strangers",A moderate amount (medium),Sushi
210866,4,7,"Week day lunch,Week day dinner",7,Inception,Tea,"Teachers,Strangers",A lot (hot),Shawarma
218785,5,9,"Week day dinner,Weekend lunch,Weekend dinner",6,The Godfather,Soda,"Strangers,Parents,Siblings",I will have some of this food item with my hot sauce,Pizza
226704,1,4,Weekend lunch,9,Forrest Gump,Cola,Siblings,A little (mild),Sushi
234623,2,6,"Weekend dinner,At a party,Late night snack",12,Pulp Fiction,Juice,"Friends,Teachers,Strangers",A moderate amount (medium),Shawarma
242542,3,6,At a party,11,The Matrix,Iced tea,Teachers,A lot (hot),Pizza
250461,4,7,"Late night snack,Week day lunch",7,Jurassic Park,Water,"Parents,Siblings,Friends",I will have some of this food item with my hot sauce,Sushi
258380,5,9,"Week day lunch,Week day dinner,Weekend lunch",9,Spirited Away,Tea,"Friends,Teachers",None,Shawarma
266299,1,4,Week day dinner,6,Inception,Soda,Teachers,A little (mild),Pizza
274218,2,5,"Weekend lunch,Weekend dinner,At a party",10,The Godfather,Cola,"Strangers,Parents,Siblings",A moderate amount (medium),Sushi
282137,3,6,Weekend dinner,7,Forrest Gump,Juice,Teachers,A lot (hot),Shawarma
290056,4,7,"At a party,Late night snack",12,Pulp Fiction,Iced tea,"Parents,Siblings,Friends",I will have some of this food item with my hot sauce,Pizza
297975,5,9,"Late night snack,Week day lunch,Week day dinner",9,The Matrix,Water,"Friends,Teachers",None,Sushi
305894,1,4,Week day lunch,6,Jurassic Park,Tea,"Teachers,Strangers,Parents",A little (mild),Shawarma
313813,2,5,"Week day dinner,Weekend lunch,Weekend dinner",10,Spirited Away,Soda,"Friends,Teachers,Strangers",A moderate amount (medium),Pizza
321732,3,6,Weekend lunch,7,Inception,Cola,Teachers,A lot (hot),Sushi
329651,4,7,"Weekend dinner,At a party",12,The Godfather,Juice,"Strangers,Parents,Siblings",I will have some of this food item with my hot sauce,Shawarma
337570,5,9,"At a party,Late night snack,Week day lunch",9,Forrest Gump,Iced tea,"Friends,Teachers",None,Pizza
345489,1,4,Weekend dinner,6,Pulp Fiction,Water,"Teachers,Strangers,Parents",A little (mild),Sushi
353408,2,5,"Late night snack,Week day lunch,Week day dinner",10,The Matrix,Tea,"Friends,Teachers,Strangers",A moderate amount (medium),Shawarma
361327,3,6,Week day lunch,7,Jurassic Park,Soda,Teachers,A lot (hot),Pizza
369246,4,7,"Week day dinner,Weekend lunch",12,Spirited Away,Cola,"Strangers,Parents,Siblings",I will have some of this food item with my hot sauce,Sushi
377165,5,9,"Weekend lunch,Weekend dinner,At a party",9,Inception,Juice,"Friends,Teachers",None,Shawarma
385084,1,4,Weekend dinner,6,The Godfather,Iced tea,"Teachers,Strangers,Parents",A little (mild),Pizza
393003,2,5,"At a party,Late night snack,Week day lunch",10,Forrest Gump,Water,"Friends,Teachers,Strangers",A moderate amount (medium),Sushi
400922,3,6,Week day lunch,7,Pulp Fiction,Tea,Teachers,A lot (hot),Shawarma
408841,4,7,"Late night snack,Week day dinner",12,The Matrix,Soda,"Strangers,Parents,Siblings",I will have some of this food item with my hot sauce,Pizza
416760,5,9,"Week day dinner,Weekend lunch,Weekend dinner",9,Jurassic Park,Cola,"Friends,Teachers",None,Sushi
424679,1,4,Weekend lunch,6,Spirited Away,Juice,"Teachers,Strangers,Parents",A little (mild),Shawarma
432598,2,5,"Weekend dinner,At a party,Late night snack",10,Inception,Iced tea,"Friends,Teachers,Strangers",A moderate amount (medium),Pizza
440517,3,6,At a party,7,The Godfather,Water,Teachers,A lot (hot),Sushi
448436,4,7,"Late night snack,Week day lunch",12,Forrest Gump,Tea,"Strangers,Parents,Siblings",I will have some of this food item with my hot sauce,Shawarma
456355,5,9,"Week day lunch,Week day dinner,Weekend lunch",9,Pulp Fiction,Soda,"Friends,Teachers",None,Pizza
464274,1,4,Week day dinner,6,The Matrix,Cola,"Teachers,Strangers,Parents",A little (mild),Sushi
472193,2,5,"Weekend lunch,Weekend dinner,At a party",10,Jurassic Park,Juice,"Friends,Teachers,Strangers",A moderate amount (medium),Shawarma
480112,3,6,Weekend dinner,7,Spirited Away,Iced tea,Teachers,A lot (hot),Pizza
488031,4,7,"At a party,Late night snack",12,Inception,Water,"Strangers,Parents,Siblings",I will have some of this food item with my hot sauce,Sushi
495950,5,9,"Late night snack,Week day lunch,Week day dinner",9,The Godfather,Tea,"Friends,Teachers",None,Shawarma
503869,1,4,Week day lunch,6,Forrest Gump,Soda,"Teachers,Strangers,Parents",A little (mild),Pizza
511788,2,5,"Week day dinner,Weekend lunch,Weekend dinner",10,Pulp Fiction,Cola,"Friends,Teachers,Strangers",A moderate amount (medium),Sushi
519707,3,6,Weekend lunch,7,The Matrix,Juice,Teachers,A lot (hot),Shawarma
527626,4,7,"Weekend dinner,At a party",12,Jurassic Park,Iced tea,"Strangers,Parents,Siblings",I will have some of this food item with my hot sauce,Pizza
535545,5,9,"At a party,Late night snack,Week day lunch",9,Spirited Away,Water,"Friends,Teachers",None,Sushi
543464,1,4,Weekend dinner,6,Inception,Tea,"Teachers,Strangers,Parents",A little (mild),Shawarma
551383,2,5,"Late night snack,Week day lunch,Week day dinner",10,The Godfather,Soda,"Friends,Teachers,Strangers",A moderate amount (medium),Pizza
559302,3,6,Week day lunch,7,Forrest Gump,Cola,Teachers,A lot (hot),Sushi
567221,4,7,"Week day dinner,Weekend lunch",12,Pulp Fiction,Juice,"Strangers,Parents,Siblings",I will have some of this food item with my hot sauce,Shawarma
575140,5,9,"Weekend lunch,Weekend dinner,At a party",9,The Matrix,Iced tea,"Friends,Teachers",None,Pizza
583059,1,4,Weekend dinner,6,Jurassic Park,Water,"Teachers,Strangers,Parents",A little (mild),Sushi
590978,2,5,"At a party,Late night snack,Week day lunch",10,Spirited Away,Tea,"Friends,Teachers,Strangers",A moderate amount (medium),Shawarma
598897,3,6,Week day lunch,7,Inception,Soda,Teachers,A lot (hot),Pizza
606816,4,7,"Late night snack,Week day dinner",12,The Godfather,Cola,"Strangers,Parents,Siblings",I will have some of this food item with my hot sauce,Sushi
614735,5,9,"Week day dinner,Weekend lunch,Weekend dinner",9,Forrest Gump,Juice,"Friends,Teachers",None,Shawarma
622654,1,4,Weekend lunch,6,Pulp Fiction,Iced tea,"Teachers,Strangers,Parents",A little (mild),Pizza
630573,2,5,"Weekend dinner,At a party,Late night snack",10,The Matrix,Water,"Friends,Teachers,Strangers",A moderate amount (medium),Sushi
638492,3,6,At a party,7,Jurassic Park,Tea,Teachers,A lot (hot),Shawarma
646411,4,7,"Late night snack,Week day lunch",12,Spirited Away,Soda,"Strangers,Parents,Siblings",I will have some of this food item with my hot sauce,Pizza
654330,5,9,"Week day lunch,Week day dinner,Weekend lunch",9,Inception,Juice,"Friends,Teachers",None,Sushi
662249,1,4,Week day dinner,6,The Godfather,Iced tea,"Teachers,Strangers,Parents",A little (mild),Shawarma
670168,2,5,"Weekend lunch,Weekend dinner,At a party",10,Forrest Gump,Water,"Friends,Teachers,Strangers",A moderate amount (medium),Pizza
678087,3,6,Weekend dinner,7,Pulp Fiction,Tea,Teachers,A lot (hot),Sushi
686006,4,7,"At a party,Late night snack",12,The Matrix,Soda,"Strangers,Parents,Siblings",I will have some of this food item with my hot sauce,Shawarma
693925,5,9,"Late night snack,Week day lunch,Week day dinner",9,Jurassic Park,Juice,"Friends,Teachers",None,Pizza
701844,1,4,Week day lunch,6,Spirited Away,Iced tea,"Teachers,Strangers,Parents",A little (mild),Sushi
709763,2,5,"Week day dinner,Weekend lunch,Weekend dinner",10,Inception,Water,"Friends,Teachers,Strangers",A moderate amount (medium),Shawarma
717682,3,6,Weekend lunch,7,The Godfather,Tea,Teachers,A lot (hot),Pizza
725601,4,7,"Weekend dinner,At a party",12,Forrest Gump,Soda,"Strangers,Parents,Siblings",I will have some of this food item with my hot sauce,Sushi
733520,5,9,"At a party,Late night snack,Week day lunch",9,Pulp Fiction,Juice,"Friends,Teachers",None,Shawarma
741439,1,4,Weekend dinner,6,The Matrix,Iced tea,"Teachers,Strangers,Parents",A little (mild),Pizza
749358,2,5,"Late night snack,Week day lunch,Week day dinner",10,Jurassic Park,Water,"Friends,Teachers,Strangers",A moderate amount (medium),Sushi
757277,3,6,Week day lunch,7,Spirited Away,Tea,Teachers,A lot (hot),Shawarma
765196,4,7,"Week day dinner,Weekend lunch",12,Inception,Soda,"Strangers,Parents,Siblings",I will have some of this food item with my hot sauce,Pizza
773115,5,9,"Weekend lunch,Weekend dinner,At a party",9,The Godfather,Juice,"Friends,Teachers",None,Sushi
781034,1,4,Weekend dinner,6,Forrest Gump,Iced tea,"Teachers,Strangers,Parents",A little (mild),Shawarma
788953,2,5,"At a party,Late night snack,Week day lunch",10,Pulp Fiction,Water,"Friends,Teachers,Strangers",A moderate amount (medium),Pizza
796872,3,6,Week day lunch,7,The Matrix,Tea,Teachers,A lot (hot),Sushi
804791,4,7,"Late night snack,Week day dinner",12,Jurassic Park,Soda,"Strangers,Parents,Siblings",I will have some of this food item with my hot sauce,Shawarma
812710,5,9,"Week day dinner,Weekend lunch,Weekend dinner",9,Spirited Away,Juice,"Friends,Teachers",None,Pizza
820629,1,4,Weekend lunch,6,Inception,Iced tea,"Teachers,Strangers,Parents",A little (mild),Sushi
828548,2,5,"Weekend dinner,At a party,Late night snack",10,The Godfather,Water,"Friends,Teachers,Strangers",A moderate amount (medium),Shawarma
836467,3,6,At a party,7,Forrest Gump,Tea,Teachers,A lot (hot),Pizza
844386,4,7,"Late night snack,Week day lunch",12,Pulp Fiction,Soda,"Strangers,Parents,Siblings",I will have some of this food item with my hot sauce,Sushi
852305,5,9,"Week day lunch,Week day dinner,Weekend lunch",9,The Matrix,Juice,"Friends,Teachers",None,Shawarma
860224,1,4,Week day dinner,6,Jurassic Park,Iced tea,"Teachers,Strangers,Parents",A little (mild),Pizza
868143,2,5,"Weekend lunch,Weekend dinner,At a party",10,Spirited Away,Water,"Friends,Teachers,Strangers",A moderate amount (medium),Sushi
876062,3,6,Weekend dinner,7,Inception,Tea,Teachers,A lot (hot),Shawarma
883981,4,7,"At a party,Late night snack",12,The Godfather,Soda,"Strangers,Parents,Siblings",I will have some of this food item with my hot sauce,Pizza
891900,5,9,"Late night snack,Week day lunch,Week day dinner",9,Forrest Gump,Juice,"Friends,Teachers",None,Sushi
899819,1,4,Week day lunch,6,Pulp Fiction,Iced tea,"Teachers,Strangers,Parents",A little (mild),Shawarma
907738,2,5,"Week day dinner,Weekend lunch,Weekend dinner",10,The Matrix,Water,"Friends,Teachers,Strangers",A moderate amount (medium),Pizza
915657,3,6,Weekend lunch,7,Jurassic Park,Tea,Teachers,A lot (hot),Sushi
923576,4,7,"Weekend dinner,At a party",12,Spirited Away,Soda,"Strangers,Parents,Siblings",I will have some of this food item with my hot sauce,Shawarma
931495,5,9,"At a party,Late night snack,Week day lunch",9,Inception,Juice,"Friends,Teachers",None,Pizza
939414,1,4,Weekend dinner,6,The Godfather,Iced tea,"Teachers,Strangers,Parents",A little (mild),Sushi
947333,2,5,"Late night snack,Week day lunch,Week day dinner",10,Forrest Gump,Water,"Friends,Teachers,Strangers",A moderate amount (medium),Shawarma
955252,3,6,Week day lunch,7,Pulp Fiction,Tea,Teachers,A lot (hot),Pizza
963171,4,7,"Late night snack,Week day dinner",12,The Matrix,Soda,"Strangers,Parents,Siblings",I will have some of this food item with my hot sauce,Sushi
971090,5,9,"Week day dinner,Weekend lunch,Weekend dinner",9,Jurassic Park,Juice,"Friends,Teachers",None,Shawarma
979009,1,4,Weekend lunch,6,Spirited Away,Iced tea,"Teachers,Strangers,Parents",A little (mild),Pizza
986928,2,5,"Weekend dinner,At a party,Late night snack",10,Inception,Water,"Friends,Teachers,Strangers",A moderate amount (medium),Sushi
994847,3,6,At a party,7,The Godfather,Tea,Teachers,A lot (hot),Shawarma
1000766,4,7,"Late night snack,Week day lunch",12,Forrest Gump,Soda,"Strangers,Parents,Siblings",I will have some of this food item with my hot sauce,Pizza
100769,5,9,"Week day lunch,Week day dinner,Weekend lunch",9,Pulp Fiction,Juice,"Friends,Teachers",None,Sushi
101656,1,4,Week day dinner,6,The Matrix,Iced tea,"Teachers,Strangers,Parents",A little (mild),Shawarma
102445,2,5,"Weekend lunch,Weekend dinner,At a party",10,Jurassic Park,Water,"Friends,Teachers,Strangers",A moderate amount (medium),Pizza
103234,3,6,Weekend dinner,7,Spirited Away,Tea,Teachers,A lot (hot),Sushi
104023,4,7,"At a party,Late night snack",12,Inception,Soda,"Strangers,Parents,Siblings",I will have some of this food item with my hot sauce,Shawarma
104812,5,9,"Late night snack,Week day lunch,Week day dinner",9,The Godfather,Juice,"Friends,Teachers",None,Pizza
105601,1,4,Week day lunch,6,Forrest Gump,Iced tea,"Teachers,Strangers,Parents",A little (mild),Sushi
