id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
626779,3,3,"Week day dinner,Weekend lunch,Weekend dinner,At a party",4,home alone,soda,"Siblings,Friends",A little (mild),Pizza
611716,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",7,home alone,soda,"Parents,Siblings",None,Pizza
193195,3,5,"Weekend dinner,At a party,Late night snack",5,21 jump street,soda,"Friends,Teachers",A little (mild),Pizza
627530,2,7,"Week day lunch,Week day dinner,Weekend dinner,At a party",10,free guy,soft drink,Friends,A little (mild),Pizza
626479,2,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10,spider-man? just cause it takes place in new york...,soda,"Parents,Friends",None,Pizza
624540,3,3,"Week day lunch,Week day dinner,At a party,Late night snack",15,harry poter,milk tea,"Friends,Strangers",A moderate amount (medium),Pizza
625315,2,6,"Week day lunch,Week day dinner,At a party,Late night snack",7,home alone,soft drink,"Parents,Siblings,Friends,Teachers,Strangers",A little (mild),Pizza
601941,4,4,"Week day lunch,At a party,Late night snack",15,"none, stranger things is the tv series i can think of.",soda,"Teachers,Strangers",I will have some of this food item with my hot sauce,Pizza
723968,5,21,"Week day lunch,Late night snack",10,godfather,tea,"Friends,Teachers",None,Pizza
715806,4,10,"Week day lunch,Weekend dinner,At a party",7,soul,soda,"Parents,Siblings,Friends,Teachers",None,Pizza
720045,3,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,the godfather,water,"Friends,Teachers",A lot (hot),Pizza
713585,5,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",30,idk,soda,"Friends,Teachers",None,Pizza
611188,3,4,"Week day lunch,Week day dinner,Weekend lunch,At a party,Late night snack",7,five nights at freddy’s,ale,"Friends,Teachers",None,Pizza
606726,3,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",16,life is beautiful,juice,"Friends,Strangers",None,Pizza
629142,3,5,"Weekend lunch,At a party",5,i think of the movie cloudy with a chance of meatballs.,None,"Parents,Teachers",None,Pizza
634825,3,7,"Weekend dinner,At a party",5,cloudy with a chance of meatballs,soda,"Parents,Friends,Teachers",None,Pizza
613409,4,6,"Weekend dinner,At a party,Late night snack",8,the wicked,soft drink,Friends,A moderate amount (medium),Pizza
633224,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",2.5,home alone,soda,Friends,None,Pizza
738850,3,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,five nights at freddy's,soda,"Parents,Siblings,Teachers",None,Pizza
500470,4,6,"Week day lunch,Weekend lunch,At a party,Late night snack",8,ratatouille,soda,Friends,None,Pizza
13183,2,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4,harold & kumar go to white castle,tea,"Parents,Friends",None,Pizza
627169,2,15,"Week day lunch,Week day dinner,Weekend lunch,Late night snack",20,teenage mutant ninja turtles,soda,"Parents,Friends",A moderate amount (medium),Pizza
229041,3,5,"Week day lunch,Weekend lunch,At a party",5,home alone,soda,"Parents,Siblings,Friends",None,Pizza
496344,1,8,"Week day lunch,At a party",3,spider man,soda,"Friends,Teachers",A little (mild),Pizza
409723,2,11,"Week day lunch,At a party,Late night snack",7,home alone,soda,"Parents,Siblings,Teachers",None,Pizza
630949,4,7,"Weekend lunch,Weekend dinner,At a party",10,lord of the rings,soda,"Siblings,Friends",None,Pizza
413014,3,7,"Week day lunch,Weekend dinner,At a party,Late night snack",7.5,"something fun, like superbad",soda,"Friends,Teachers",A little (mild),Pizza
310438,2,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5,home alone,soda,"Siblings,Friends,Teachers",None,Pizza
627430,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10,home alone,soda,"Siblings,Friends,Strangers",A little (mild),Pizza
526510,2,4,At a party,6,none,None,Strangers,None,Pizza
390823,3,4,"Week day dinner,Weekend dinner,At a party,Late night snack",5,the hangover,soda,Friends,A little (mild),Pizza
717116,2,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20,breaking bad (not a movie),soda,Friends,A little (mild),Pizza
712143,3,6,"Week day lunch,Week day dinner,At a party",15,little italy,None,Parents,A little (mild),Pizza
612538,4,6,"Week day lunch,Weekend dinner,At a party,Late night snack",3,toy story,soda,"Friends,Teachers",None,Pizza
627539,2,4,"Week day lunch,Weekend lunch,At a party",5,the mario movie,soda,"Siblings,Friends",A moderate amount (medium),Pizza
603812,2,5,"Week day lunch,At a party,Late night snack",5,home alone,beer,Friends,A little (mild),Pizza
740568,4,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5,little italy,soda,"Friends,Teachers,Strangers",None,Pizza
712702,3,7,"Week day lunch,Weekend lunch,At a party",3,everything everywhere all at once,juice,"Friends,Teachers,Strangers",None,Pizza
519638,3,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",2,barbie,soda,"Parents,Friends",A little (mild),Pizza
627800,2,3.5,"Week day lunch,At a party,Late night snack",5,hitman,soda,"Friends,Strangers",A little (mild),Pizza
406863,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,teenage mutant ninja turtles,soft drink,"Friends,Teachers",None,Pizza
726962,4,10,"Week day lunch,Week day dinner,At a party",0,spiderman,soda,Friends,None,Pizza
628077,2,10,"Week day lunch,Weekend lunch,At a party,Late night snack",5,breaking bad,soda,"Parents,Siblings,Friends,Teachers,Strangers",None,Pizza
601693,2,6,"Week day dinner,Weekend lunch,Weekend dinner,At a party",3,mystic pizza,soda,"Siblings,Friends",None,Pizza
517096,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,home alone,soda,"Siblings,Friends,Teachers",None,Pizza
606821,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3,back to the future,soda,"Siblings,Friends,Strangers",None,Pizza
455047,3,4,"Week day lunch,Week day dinner,Weekend dinner,At a party",6,none,soda,Friends,A moderate amount (medium),Pizza
625576,3,10,"Week day lunch,Week day dinner,At a party,Late night snack",5,liquorice pizza,water,"Siblings,Friends,Teachers",A little (mild),Pizza
716549,4,8,"Week day lunch,Week day dinner,At a party,Late night snack",9,the avengers,water,Teachers,A lot (hot),Shawarma
715742,2,2,"Week day lunch,Week day dinner,Late night snack",10,"none...

ok tbf i think of my life at uoft, if life is a movie",tea,"Friends,Strangers",None,Shawarma
727333,1,3,"Week day lunch,Weekend lunch",8,action movie,water,Siblings,A little (mild),Shawarma
606874,3,10,"Week day lunch,Week day dinner,Late night snack",10,the dictator,juice,Friends,A moderate amount (medium),Shawarma
505318,4,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",8,superbad,ayran,"Parents,Siblings",A moderate amount (medium),Shawarma
605771,2,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10,none,water,Friends,A little (mild),Shawarma
606929,3,3,Weekend lunch,10,dragon,soda,Friends,A moderate amount (medium),Shawarma
609789,3,4,Week day lunch,15,nothing,soda,Strangers,A moderate amount (medium),Shawarma
644623,4,5,"Week day lunch,Weekend lunch",8.5,avengers,None,Strangers,None,Shawarma
626792,2,13,"Week day lunch,Weekend lunch",13,anjaana anjaani,water,"Friends,Teachers",A lot (hot),Shawarma
714863,2,10,"Week day lunch,Weekend lunch,Late night snack",10,none,juice,Strangers,None,Shawarma
602805,3,10,"Week day lunch,Week day dinner",11,the avengers,water,"Friends,Strangers",A little (mild),Shawarma
602526,4,9,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",13,hawkeye,juice,"Siblings,Friends",A little (mild),Shawarma
497421,2,3,"Week day lunch,Weekend lunch,Late night snack",25,argo,soda,"Friends,Strangers",A moderate amount (medium),Shawarma
389328,3,5,"Week day lunch,Week day dinner,Weekend lunch",10,transformers,beer,"Siblings,Friends,Strangers",A lot (hot),Shawarma
289931,5,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",12,aladdin,soda,Friends,None,Shawarma
620148,1,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",7,the invisible guest,water,Friends,A little (mild),Shawarma
387155,3,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12,squid game,water,"Siblings,Friends",A moderate amount (medium),Shawarma
516975,3,12,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",13.5,the avengers,ginger ale,"Siblings,Friends",A little (mild),Shawarma
630825,2,4,"Week day lunch,At a party",5,titanic,juice,"Siblings,Friends",None,Shawarma
614043,3,6,"Week day lunch,Week day dinner,Weekend lunch",8,avengers 1,ayran,"Parents,Friends",A moderate amount (medium),Shawarma
521125,5,8,"Week day lunch,Weekend lunch",9,the avengers,beer,"Siblings,Friends",None,Shawarma
627780,4,5,Week day lunch,10,1001 nights,water,Strangers,A little (mild),Shawarma
492744,3,8,"Week day lunch,Late night snack",14,the avengers,soda,Friends,A lot (hot),Shawarma
618747,2,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",9,the avengers,soft drink,Friends,A moderate amount (medium),Shawarma
607815,4,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,the avengers,soda,Strangers,A little (mild),Shawarma
601609,3,8,"Week day lunch,Week day dinner,Weekend lunch",10,fast furious,tea,Parents,A moderate amount (medium),Shawarma
602657,2,10,"Week day lunch,Weekend lunch",10,the avengers,milk tea,Friends,A little (mild),Shawarma
616449,3,4,"Week day lunch,Weekend lunch,At a party",10,the avengers,soda,"Friends,Strangers",A moderate amount (medium),Shawarma
501893,3,5,"Week day lunch,Week day dinner",12.5,"not sure...maybe turkish movies? but it will remind me of a game called shawarma legend, which is a simulation game and highly recommended!",juice,Strangers,A moderate amount (medium),Shawarma
507448,3,0,"Week day lunch,Weekend lunch",10,the avengers,soda,Strangers,A moderate amount (medium),Shawarma
606556,3,3,"Week day lunch,At a party",4,dangal,cola,Friends,None,Shawarma
724326,1,7,"Week day lunch,Weekend lunch",12,"""star wars: episode v - the empire strikes back""",water,Friends,None,Shawarma
616945,3,5,"Week day lunch,Weekend lunch",8,ratatouille,soda,Friends,A moderate amount (medium),Shawarma
630962,3,5,"Week day lunch,Weekend lunch,At a party,Late night snack",7.5,spiderman into the spiderverse,water,"Friends,Strangers",A little (mild),Shawarma
715814,2,5,Week day lunch,6.5,"i might think of some short ones or simply videos as when i am having shawarma, i do not usually have much time and the food is some hands' size so people can usually finish it up quickly, so i would say no movie/short ones like monster inc.",water,"Friends,Strangers",None,Shawarma
502799,1,6,"Week day lunch,Weekend lunch",6,slumdog millionaire,tea,Friends,A little (mild),Shawarma
605278,4,4,"Week day lunch,At a party,Late night snack",7,cleopatra,soda,Friends,A moderate amount (medium),Shawarma
388888,4,10,"Week day lunch,Weekend lunch",12,the avengers,tea,"Friends,Strangers",A moderate amount (medium),Shawarma
519548,4,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15,the avengers (2012),water,"Friends,Strangers",A moderate amount (medium),Shawarma
405521,2,3,"Week day lunch,Week day dinner",15,none,juice,"Friends,Strangers",A moderate amount (medium),Shawarma
607410,3,5,"Week day lunch,Weekend lunch,At a party,Late night snack",8,the kite runner,soft drink,"Parents,Friends",A moderate amount (medium),Shawarma
715795,3,6,"Week day lunch,Weekend lunch,Late night snack",8,2012,juice,"Parents,Friends,Strangers",A little (mild),Shawarma
625326,4,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",7,the boys,lassi,"Friends,Strangers",A little (mild),Shawarma
627220,3,8,"Week day lunch,Weekend lunch",12.5,mission impossible,soda,"Friends,Strangers",A moderate amount (medium),Shawarma
634964,4,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,the avengers,soda,Friends,A little (mild),Shawarma
722500,2,4,"Week day lunch,Week day dinner",7,the avengers,juice,Strangers,A moderate amount (medium),Shawarma
602824,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",8,black hawk down,water,Strangers,A little (mild),Shawarma
618355,3,8,"Week day lunch,Week day dinner,Weekend lunch,Late night snack",10,dictator,soda,"Friends,Strangers",A moderate amount (medium),Shawarma
611097,2,6,"Week day lunch,Week day dinner",6,the avengers,soda,Friends,A moderate amount (medium),Shawarma
634328,4,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12,the avengers,soda,"Siblings,Friends",A little (mild),Shawarma
607160,1,5,Week day lunch,8,dangal,juice,Strangers,A moderate amount (medium),Shawarma
728522,3,10,Week day lunch,8,kungfu panda,tea,"Friends,Strangers",A lot (hot),Shawarma
718570,2,10,Week day lunch,10,none,soda,"Friends,Teachers",A little (mild),Shawarma
714598,5,7,Week day lunch,12,the avengers,soda,Friends,A moderate amount (medium),Shawarma
601950,4,4,"Week day lunch,Week day dinner,At a party",7,black hawk down,soda,"Friends,Strangers",A little (mild),Shawarma
612478,3,8,"Week day lunch,Weekend lunch,Late night snack",14,avengers,soft drink,Friends,A moderate amount (medium),Shawarma
501416,3,9,"Week day lunch,Weekend lunch,Late night snack",10,n/a (i don't watch a lot of movies),soft drink,"Siblings,Friends,Teachers",A moderate amount (medium),Shawarma
629710,3,15,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",16,the avengers,juice,"Parents,Siblings,Friends",A little (mild),Shawarma
502610,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12.5,alladin,soft drink,Friends,A moderate amount (medium),Shawarma
603476,3,9,"Week day lunch,Weekend lunch",10,cloudy with a chance of meatballs,soda,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
600957,4,11,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",16,how to lose a guy in 10 days,water,Parents,A little (mild),Shawarma
713423,3,8,"Week day lunch,Week day dinner",0,"can't think of any (don't have an idea about the taste of shawarma, and haven't seen it in any movie that i've watched)",juice,Strangers,I will have some of this food item with my hot sauce,Shawarma
722431,2,7,Week day lunch,10,the avengers.,tea,Teachers,None,Shawarma
633234,4,5,"Week day lunch,Weekend lunch,Late night snack",8,babylon,tea,Friends,A lot (hot),Shawarma
148179,3,10,"Week day lunch,Weekend lunch,At a party",15,none,cola,Friends,A moderate amount (medium),Shawarma
715845,3,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15,dangal,juice,Strangers,A little (mild),Shawarma
632153,4,6,"Week day lunch,Weekend lunch,Late night snack",12,avengers,soda,"Friends,Strangers",I will have some of this food item with my hot sauce,Shawarma
606552,3,6,"Week day lunch,Week day dinner,Late night snack",15,lord of the rings,tea,"Parents,Siblings,Strangers",A little (mild),Shawarma
738409,3,8,Week day lunch,10,none,water,Friends,A little (mild),Shawarma
612096,3,7,"Week day lunch,Late night snack",6,aladdin,soda,"Friends,Strangers",A lot (hot),Shawarma
743537,4,5,"Week day lunch,Weekend lunch",10,the avengers (2012),soda,Siblings,None,Shawarma
632896,4,5,"Week day lunch,Week day dinner,Late night snack",10,the avengers,soda,"Friends,Strangers",A moderate amount (medium),Shawarma
605207,4,5,"Week day lunch,Weekend lunch",10,avengers,water,Parents,A little (mild),Shawarma
617542,3,5,"Week day lunch,Weekend lunch",20,none,juice,Strangers,A moderate amount (medium),Shawarma
719554,3,3,Week day lunch,6,none,None,Strangers,A little (mild),Shawarma
627427,5,6,"Week day lunch,Weekend lunch,Late night snack",15,prince of egypt,water,Friends,A moderate amount (medium),Shawarma
411315,3,5,"Week day lunch,Late night snack",6,borat,soda,"Friends,Teachers",A lot (hot),Shawarma
631507,4,7,"Week day lunch,Weekend lunch",10,the avengers (2012),soda,Friends,A little (mild),Shawarma
