id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
136990,1,13,At a party;Late night snack,19,Interstellar,Ginger Ale,Teachers,A little (mild),Shawarma
137127,2,14,Late night snack;Week day lunch,20,The Lion King,Coke,Friends,A moderate amount (medium),Pizza
137264,3,15,Week day lunch;At a party,5,Coco,Sprite,Teachers;Friends,A lot (hot),Sushi
137401,4,3,At a party;Late night snack;Week day dinner,6,Moana,Pepsi,Teachers,A little (mild),Shawarma
137538,5,4,Late night snack,7,Deadpool,Water,Friends,A moderate amount (medium),Pizza
137675,1,5,Week day lunch;Weekend lunch,8,Harry Potter,Orange Juice,Teachers,A lot (hot),Sushi
137812,2,6,Weekend lunch;At a party,9,Guardians,Lemonade,Siblings,A little (mild),Shawarma
137949,3,7,At a party,10,Dune,Root Beer,Teachers,A moderate amount (medium),Pizza
138086,4,8,At a party;Late night snack,11,Mulan,Fanta,Friends;Teachers,A lot (hot),Sushi
138223,5,9,Late night snack;Week day lunch,12,Casablanca,Ginger Ale,Teachers,A little (mild),Shawarma
138360,1,10,Week day lunch,13,Matrix Reloaded,Coke,Friends;Teachers,A moderate amount (medium),Pizza
138497,2,11,Week day dinner;At a party,14,Avengers,Sprite,Teachers,A lot (hot),Sushi
138634,3,12,At a party;Late night snack,15,Inception,Pepsi,Siblings,A little (mild),Shawarma
138771,4,13,Late night snack,16,The Godfather,Water,Teachers,A moderate amount (medium),Pizza
138908,5,14,Week day lunch;At a party;Weekend lunch,17,Shazam,Orange Juice,Friends;Teachers,A lot (hot),Sushi
139045,1,15,At a party,18,Frozen,Lemonade,Teachers,A little (mild),Shawarma
139182,2,3,At a party;Late night snack,19,Titanic,Root Beer,Friends,A moderate amount (medium),Pizza
139319,3,4,Late night snack;Week day lunch,20,Jurassic Park,Fanta,Teachers,A lot (hot),Sushi
139456,4,5,Week day lunch;At a party,5,The Matrix,Ginger Ale,Friends;Teachers,A little (mild),Shawarma
139593,5,6,At a party;Late night snack;Weekend lunch,6,Star Wars,Coke,Teachers,A moderate amount (medium),Pizza
139730,1,7,At a party,7,Interstellar,Sprite,Friends,A lot (hot),Sushi
139867,2,8,Week day lunch;Weekend lunch,8,The Lion King,Pepsi,Teachers,A little (mild),Shawarma
140004,3,9,At a party;Late night snack,9,Coco,Water,Siblings,A moderate amount (medium),Pizza
140141,4,10,Late night snack;Week day lunch,10,Moana,Orange Juice,Teachers;Friends,A lot (hot),Sushi
140278,5,11,Week day lunch,11,Deadpool,Lemonade,Friends,A little (mild),Shawarma
140415,1,12,Week day dinner;At a party,12,Harry Potter,Root Beer,Teachers,A moderate amount (medium),Pizza
140552,2,13,At a party,13,Guardians,Fanta,Friends;Teachers,A lot (hot),Sushi
140689,3,14,At a party;Late night snack,14,Dune,Ginger Ale,Teachers,A little (mild),Shawarma
140826,4,15,Late night snack;Week day lunch;At a party,15,Mulan,Coke,Friends;Teachers,A moderate amount (medium),Pizza
140963,5,3,Week day lunch,16,Casablanca,Sprite,Teachers,A lot (hot),Sushi
141100,1,4,At a party;Weekend lunch,17,Matrix Reloaded,Pepsi,Friends,A little (mild),Shawarma
141237,2,5,Weekend lunch;At a party,18,Avengers,Water,Teachers,A moderate amount (medium),Pizza
141374,3,6,At a party;Late night snack,19,Inception,Orange Juice,Friends;Teachers,A lot (hot),Sushi
141511,4,7,At a party;Weekend lunch,20,The Godfather,Lemonade,Teachers,A little (mild),Shawarma
141648,5,8,Weekend lunch,5,Shazam,Root Beer,Friends,A moderate amount (medium),Pizza
141785,1,9,Weekend lunch;At a party,6,Frozen,Fanta,Teachers,A lot (hot),Sushi
141922,2,10,At a party,7,Titanic,Ginger Ale,Friends;Teachers,A little (mild),Shawarma
142059,3,11,At a party;Late night snack;Week day lunch,8,Jurassic Park,Coke,Teachers,A moderate amount (medium),Pizza
142196,4,12,At a party,9,The Matrix,Sprite,Friends,A lot (hot),Sushi
142333,5,13,At a party;Weekend lunch,10,Star Wars,Pepsi,Teachers,A little (mild),Shawarma
142470,1,14,At a party;Late night snack,11,Interstellar,Water,Friends,A moderate amount (medium),Pizza
142607,2,15,At a party;Weekend lunch;Late night snack,12,The Lion King,Orange Juice,Teachers,A lot (hot),Sushi
142744,3,3,At a party,13,Coco,Lemonade,Siblings,A little (mild),Shawarma
142881,4,4,At a party;Late night snack,14,Moana,Root Beer,Teachers,A moderate amount (medium),Pizza
143018,5,5,At a party,15,Deadpool,Fanta,Friends;Teachers,A lot (hot),Sushi
143155,1,6,At a party;Late night snack;Weekend lunch,16,Harry Potter,Ginger Ale,Teachers,A little (mild),Shawarma
143292,2,7,At a party;Weekend lunch,17,Guardians,Coke,Friends,A moderate amount (medium),Pizza
143429,3,8,At a party;Late night snack,18,Dune,Sprite,Teachers,A lot (hot),Sushi
143566,4,9,At a party,19,Mulan,Pepsi,Friends;Teachers,A little (mild),Shawarma
143703,5,10,At a party;Late night snack,20,Casablanca,Water,Teachers,A moderate amount (medium),Pizza
143840,1,11,At a party;Late night snack;Weekend lunch,5,Matrix Reloaded,Orange Juice,Friends,A lot (hot),Sushi
143977,2,12,At a party,6,Avengers,Lemonade,Teachers,A little (mild),Shawarma
144114,3,13,At a party;Weekend lunch,7,Inception,Root Beer,Friends;Teachers,A moderate amount (medium),Pizza
144251,4,14,At a party,8,The Godfather,Fanta,Teachers,A lot (hot),Sushi
144388,5,15,At a party;Late night snack,9,Shazam,Ginger Ale,Friends,A little (mild),Shawarma
144525,1,3,At a party;Weekend lunch;At a party,10,Frozen,Coke,Teachers,A moderate amount (medium),Pizza
144662,2,4,At a party;Late night snack,11,Titanic,Sprite,Friends,A lot (hot),Sushi
144799,3,5,At a party,12,Jurassic Park,Pepsi,Teachers,A little (mild),Shawarma
144936,4,6,At a party;Weekend lunch,13,The Matrix,Water,Friends,A moderate amount (medium),Pizza
145073,5,7,At a party;Late night snack,14,Star Wars,Orange Juice,Teachers,A lot (hot),Sushi
145210,1,8,At a party,15,Interstellar,Lemonade,Siblings,A little (mild),Shawarma
145347,2,9,At a party;Weekend lunch,16,The Lion King,Root Beer,Teachers,A moderate amount (medium),Pizza
145484,3,10,At a party,17,Coco,Fanta,Friends,A lot (hot),Sushi
145621,4,11,At a party;Late night snack,18,Moana,Ginger Ale,Teachers,A little (mild),Shawarma
145758,5,12,At a party;Weekend lunch;At a party,19,Deadpool,Coke,Friends,A moderate amount (medium),Pizza
145895,1,13,At a party,20,Harry Potter,Sprite,Teachers,A lot (hot),Sushi
146032,2,14,At a party;Late night snack,5,Guardians,Pepsi,Siblings,A little (mild),Shawarma
146169,3,15,At a party;Weekend lunch,6,Dune,Water,Teachers,A moderate amount (medium),Pizza
146306,4,3,At a party;Late night snack;At a party,7,Mulan,Orange Juice,Friends,A lot (hot),Sushi
146443,5,4,At a party,8,Casablanca,Lemonade,Teachers,A little (mild),Shawarma
146580,1,5,At a party;Weekend lunch,9,Matrix Reloaded,Root Beer,Friends,A moderate amount (medium),Pizza
146717,2,6,At a party,10,Avengers,Fanta,Teachers,A lot (hot),Sushi
146854,3,7,At a party;Late night snack,11,Inception,Ginger Ale,Friends;Teachers,A little (mild),Shawarma
146991,4,8,At a party;Weekend lunch,12,The Godfather,Coke,Teachers,A moderate amount (medium),Pizza
147128,5,9,At a party;Late night snack;At a party,13,Shazam,Sprite,Friends,A lot (hot),Sushi
147265,1,10,At a party,14,Frozen,Pepsi,Teachers,A little (mild),Shawarma
147402,2,11,At a party;Weekend lunch,15,Titanic,Water,Friends;Teachers,A moderate amount (medium),Pizza
147539,3,12,At a party;Late night snack,16,Jurassic Park,Orange Juice,Teachers,A lot (hot),Sushi
147676,4,13,At a party,17,The Matrix,Lemonade,Friends,A little (mild),Shawarma
147813,5,14,At a party;Weekend lunch,18,Star Wars,Root Beer,Teachers,A moderate amount (medium),Pizza
147950,1,15,At a party;Late night snack,19,Interstellar,Fanta,Friends,A lot (hot),Sushi
148087,2,3,At a party,20,The Lion King,Ginger Ale,Teachers,A little (mild),Shawarma
148224,3,4,At a party;Weekend lunch,5,Coco,Coke,Friends,A moderate amount (medium),Pizza
148361,4,5,At a party;Late night snack,6,Moana,Sprite,Teachers,A lot (hot),Sushi
148498,5,6,At a party,7,Deadpool,Pepsi,Friends,A little (mild),Shawarma
148635,1,7,At a party,8,Harry Potter,Water,Teachers,A moderate amount (medium),Pizza
148772,2,8,At a party;Weekend lunch,9,Guardians,Orange Juice,Friends,A lot (hot),Sushi
148909,3,9,At a party,10,Dune,Lemonade,Teachers,A little (mild),Shawarma
149046,4,10,At a party;Late night snack,11,Mulan,Root Beer,Friends,A moderate amount (medium),Pizza
149183,5,11,At a party,12,Casablanca,Fanta,Teachers,A lot (hot),Sushi
149320,1,12,At a party;Weekend lunch,13,Matrix Reloaded,Ginger Ale,Friends,A little (mild),Shawarma
149457,2,13,At a party,14,Avengers,Coke,Teachers,A moderate amount (medium),Pizza
149594,3,14,At a party;Late night snack,15,Inception,Sprite,Friends,A lot (hot),Sushi
149731,4,15,At a party,16,The Godfather,Pepsi,Teachers,A little (mild),Shawarma
149868,5,3,At a party;Weekend lunch,17,Shazam,Water,Friends,A moderate amount (medium),Pizza
150005,1,4,At a party;Late night snack,18,Frozen,Orange Juice,Teachers,A lot (hot),Sushi
100013,2,4,Week day dinner;Weekend lunch,6,The Godfather,Water,Siblings;Friends,A little (mild),Sushi
100026,3,5,Weekend lunch;Weekend dinner;At a party,7,Pulp Fiction,Sprite,Friends,A moderate amount (medium),Shawarma
100039,4,6,Weekend dinner,8,Casablanca,Pepsi,Teachers;Strangers,A lot (hot),Pizza
100052,5,7,Weekend dinner;At a party;Late night snack,9,The Shawshank Redemption,Lemonade,Parents,None,Sushi
100065,1,8,At a party,10,The Dark Knight,Beer,Siblings;Friends,A little (mild),Shawarma
100078,2,9,Late night snack;Week day lunch,11,Fight Club,Wine,Friends,A moderate amount (medium),Pizza
100091,3,10,Week day lunch;Week day dinner;Weekend lunch,12,Forrest Gump,Coke,Teachers;Strangers,A lot (hot),Sushi
100104,4,11,Week day dinner,13,Gladiator,Water,Parents,A little (mild),Shawarma
100117,5,12,Weekend lunch;Weekend dinner,14,Titanic,Sprite,Siblings;Friends,A moderate amount (medium),Pizza
100130,1,13,Weekend dinner;At a party;Late night snack,15,Jurassic Park,Pepsi,Teachers,A lot (hot),Sushi
100143,2,14,At a party;Late night snack;Week day lunch,16,The Matrix,Lemonade,Strangers,I will have some of this food item with my hot sauce,Shawarma
100156,3,15,Late night snack,17,The Avengers,Coke,Parents;Siblings,None,Pizza
100169,4,3,Week day lunch;Week day dinner;Weekend lunch,18,Star Wars,Water,Friends,A little (mild),Sushi
100182,5,4,Week day dinner,19,Lord of the Rings,Sprite,Siblings;Friends,A moderate amount (medium),Shawarma
100195,1,5,Weekend lunch;Weekend dinner;At a party,20,Interstellar,Pepsi,Teachers,A lot (hot),Pizza
100208,2,6,Weekend dinner;At a party;Late night snack,5,Goodfellas,Lemonade,Strangers,I will have some of this food item with my hot sauce,Sushi
100221,3,7,At a party,6,The Departed,Coke,Parents;Siblings,None,Shawarma
100234,4,8,At a party;Late night snack;Week day lunch,7,Toy Story,Water,Friends,A little (mild),Pizza
100247,5,9,Late night snack;Week day dinner,8,Up,Sprite,Siblings;Friends,A moderate amount (medium),Sushi
100260,1,10,Week day dinner;Weekend lunch;Weekend dinner,9,Inception,Pepsi,Teachers,A lot (hot),Shawarma
100273,2,11,Weekend lunch,10,The Godfather,Lemonade,Strangers,I will have some of this food item with my hot sauce,Pizza
100286,3,12,Weekend lunch;Weekend dinner;At a party,11,Pulp Fiction,Coke,Parents;Siblings,None,Sushi
100299,4,13,Weekend dinner,12,Casablanca,Water,Friends,A little (mild),Shawarma
100312,5,14,At a party;Late night snack;Week day lunch,13,The Shawshank Redemption,Sprite,Siblings;Friends,A moderate amount (medium),Pizza
100325,1,15,Late night snack,14,The Dark Knight,Pepsi,Teachers;Strangers,A lot (hot),Sushi
100338,2,3,Week day lunch;Week day dinner;Weekend lunch,15,Fight Club,Lemonade,Parents,A little (mild),Shawarma
100351,3,4,Week day dinner,16,Forrest Gump,Coke,Siblings;Friends,A moderate amount (medium),Pizza
100364,4,5,Weekend lunch;Weekend dinner,17,Gladiator,Water,Friends,A lot (hot),Sushi
100377,5,6,Weekend dinner;At a party;Late night snack,18,Titanic,Sprite,Teachers;Strangers,I will have some of this food item with my hot sauce,Shawarma
100390,1,7,At a party,19,Jurassic Park,Pepsi,Parents;Siblings,None,Pizza
100403,2,8,At a party;Late night snack;Week day lunch,20,The Matrix,Lemonade,Friends,A little (mild),Sushi
100416,3,9,Late night snack,5,The Avengers,Coke,Siblings;Friends,A moderate amount (medium),Shawarma
100429,4,10,Week day lunch;Week day dinner;Weekend lunch,6,Star Wars,Water,Teachers,A lot (hot),Pizza
100442,5,11,Week day dinner,7,Lord of the Rings,Sprite,Parents;Siblings,I will have some of this food item with my hot sauce,Sushi
100455,1,12,Weekend lunch;Weekend dinner;At a party,8,Interstellar,Pepsi,Friends,None,Shawarma
100468,2,13,Weekend dinner;At a party;Late night snack,9,Goodfellas,Lemonade,Siblings;Friends,A little (mild),Pizza
100481,3,14,At a party,10,The Departed,Coke,Teachers;Strangers,A moderate amount (medium),Sushi
100494,4,15,At a party;Late night snack;Week day lunch,11,Toy Story,Water,Parents,A lot (hot),Shawarma
100507,5,3,Late night snack,12,Up,Sprite,Siblings;Friends,I will have some of this food item with my hot sauce,Pizza
100520,1,4,Week day lunch;Week day dinner;Weekend lunch,13,Inception,Pepsi,Teachers;Strangers,None,Sushi
100533,2,5,Week day dinner,14,The Godfather,Lemonade,Parents;Siblings,A little (mild),Shawarma
100546,3,6,Weekend lunch;Weekend dinner;At a party,15,Pulp Fiction,Coke,Friends,A moderate amount (medium),Pizza
100559,4,7,Weekend dinner;At a party;Late night snack,16,Casablanca,Water,Siblings;Friends,A lot (hot),Sushi
100572,5,8,At a party,17,The Shawshank Redemption,Sprite,Teachers;Strangers,I will have some of this food item with my hot sauce,Shawarma
100585,1,9,At a party;Late night snack;Week day lunch,18,The Dark Knight,Pepsi,Parents;Siblings,None,Pizza
100598,2,10,Late night snack,19,Fight Club,Lemonade,Friends,A little (mild),Sushi
100611,3,11,Week day lunch;Week day dinner;Weekend lunch,20,Forrest Gump,Coke,Siblings;Friends,A moderate amount (medium),Shawarma
100624,4,12,Week day dinner,5,Gladiator,Water,Teachers;Strangers,A lot (hot),Pizza
100637,5,13,Weekend lunch;Weekend dinner,6,Titanic,Sprite,Parents;Siblings,I will have some of this food item with my hot sauce,Sushi
100650,1,14,Weekend dinner;At a party;Late night snack,7,Jurassic Park,Pepsi,Friends,None,Shawarma
100663,2,15,At a party;Late night snack;Week day lunch,8,The Matrix,Lemonade,Siblings;Friends,A little (mild),Pizza
100676,3,3,Late night snack,9,The Avengers,Coke,Teachers;Strangers,A moderate amount (medium),Sushi
100689,4,4,Week day lunch;Week day dinner;Weekend lunch,10,Star Wars,Water,Parents,A lot (hot),Shawarma
100702,5,5,Week day dinner,11,Lord of the Rings,Sprite,Siblings;Friends,I will have some of this food item with my hot sauce,Pizza
100715,1,6,Weekend lunch;Weekend dinner;At a party,12,Interstellar,Pepsi,Teachers;Strangers,None,Sushi
100728,2,7,Weekend dinner;At a party;Late night snack,13,Goodfellas,Lemonade,Parents;Siblings,A little (mild),Shawarma
100741,3,8,At a party,14,The Departed,Coke,Friends,A moderate amount (medium),Pizza
100754,4,9,At a party;Late night snack;Week day lunch,15,Toy Story,Water,Siblings;Friends,A lot (hot),Sushi
100767,5,10,Late night snack,16,Up,Sprite,Teachers;Strangers,I will have some of this food item with my hot sauce,Shawarma
100780,1,11,Week day lunch;Week day dinner;Weekend lunch,17,Inception,Pepsi,Parents;Siblings,None,Pizza
100793,2,12,Week day dinner,18,The Godfather,Lemonade,Friends,A little (mild),Sushi
100806,3,13,Weekend lunch;Weekend dinner;At a party,19,Pulp Fiction,Coke,Siblings;Friends,A moderate amount (medium),Shawarma
100819,4,14,Weekend dinner;At a party;Late night snack,20,Casablanca,Water,Teachers;Strangers,A lot (hot),Pizza
100832,5,15,At a party,5,The Shawshank Redemption,Sprite,Parents;Siblings,I will have some of this food item with my hot sauce,Sushi
100845,1,3,At a party;Late night snack;Week day lunch,6,The Dark Knight,Pepsi,Friends,None,Shawarma
100858,2,4,Late night snack,7,Fight Club,Lemonade,Siblings;Friends,A little (mild),Pizza
100871,3,5,Week day lunch;Week day dinner;Weekend lunch,8,Forrest Gump,Coke,Teachers;Strangers,A moderate amount (medium),Sushi
100884,4,6,Week day dinner,9,Gladiator,Water,Parents;Siblings,A lot (hot),Shawarma
100897,5,7,Weekend lunch;Weekend dinner,10,Titanic,Sprite,Friends,I will have some of this food item with my hot sauce,Pizza
100910,1,8,Weekend dinner;At a party;Late night snack,11,Jurassic Park,Pepsi,Siblings;Friends,None,Sushi
100923,2,9,At a party;Late night snack;Week day lunch,12,The Matrix,Lemonade,Teachers;Strangers,A little (mild),Shawarma
100936,3,10,Late night snack,13,The Avengers,Coke,Parents;Siblings,A moderate amount (medium),Pizza
100949,4,11,Week day lunch;Week day dinner;Weekend lunch,14,Star Wars,Water,Friends,A lot (hot),Sushi
100962,5,12,Week day dinner,15,Lord of the Rings,Sprite,Siblings;Friends,I will have some of this food item with my hot sauce,Shawarma
100975,1,13,Weekend lunch;Weekend dinner;At a party,16,Interstellar,Pepsi,Teachers;Strangers,None,Pizza
100988,2,14,Weekend dinner;At a party;Late night snack,17,Goodfellas,Lemonade,Parents;Siblings,A little (mild),Sushi
101001,3,15,At a party,18,The Departed,Coke,Friends,A moderate amount (medium),Shawarma
101014,4,3,At a party;Late night snack;Week day lunch,19,Toy Story,Water,Siblings;Friends,A lot (hot),Pizza
101027,5,4,Late night snack,20,Up,Sprite,Teachers;Strangers,I will have some of this food item with my hot sauce,Sushi
101040,1,5,Week day lunch;Week day dinner;Weekend lunch,5,Inception,Pepsi,Parents;Siblings,None,Shawarma
101053,2,6,Week day dinner,6,The Godfather,Lemonade,Friends,A little (mild),Pizza
101066,3,7,Weekend lunch;Weekend dinner;At a party,7,Pulp Fiction,Coke,Siblings;Friends,A moderate amount (medium),Sushi
101079,4,8,Weekend dinner;At a party;Late night snack,8,Casablanca,Water,Teachers;Strangers,A lot (hot),Shawarma
101092,5,9,At a party,9,The Shawshank Redemption,Sprite,Parents;Siblings,I will have some of this food item with my hot sauce,Pizza
101105,1,10,At a party;Late night snack;Week day lunch,10,The Dark Knight,Pepsi,Friends,None,Sushi
101118,2,11,Late night snack,11,Fight Club,Lemonade,Siblings;Friends,A little (mild),Shawarma
101131,3,12,Week day lunch;Week day dinner;Weekend lunch,12,Forrest Gump,Coke,Teachers;Strangers,A moderate amount (medium),Pizza
101144,4,13,Week day dinner,13,Gladiator,Water,Parents;Siblings,A lot (hot),Sushi
101157,5,14,Weekend lunch;Weekend dinner,14,Titanic,Sprite,Friends,I will have some of this food item with my hot sauce,Shawarma
101170,1,15,Weekend dinner;At a party;Late night snack,15,Jurassic Park,Pepsi,Siblings;Friends,None,Pizza
101183,2,3,At a party;Late night snack;Week day lunch,16,The Matrix,Lemonade,Teachers;Strangers,A little (mild),Sushi
101196,3,4,Late night snack,17,The Avengers,Coke,Parents;Siblings,A moderate amount (medium),Shawarma
101209,4,5,Week day lunch;Week day dinner;Weekend lunch,18,Star Wars,Water,Friends,A lot (hot),Pizza
101222,5,6,Week day dinner,19,Lord of the Rings,Sprite,Siblings;Friends,I will have some of this food item with my hot sauce,Sushi
101235,1,7,Weekend lunch;Weekend dinner;At a party,20,Interstellar,Pepsi,Teachers;Strangers,None,Shawarma
101248,2,8,Weekend dinner;At a party;Late night snack,5,Goodfellas,Lemonade,Parents;Siblings,A little (mild),Pizza
101261,3,9,At a party,6,The Departed,Coke,Friends,A moderate amount (medium),Sushi
